judge_model,experiment_type,app,variant,detector_model,method,n_omission_items,n_delta,n_true_gaps,n_invalid,found_delta_strict,found_gaps_strict,precision_dedup_strict,recall_dedup_strict,found_delta_broad,found_gaps_broad,precision_dedup_broad,recall_dedup_broad
gpt-5.4,microservices,pet-store,petorder-R8R9R10,gpt-4.1-mini,oneshot-warehouse,10,2,2,0,1,1,1.0,0.5,1,1,1.0,0.5
gpt-5.4,microservices,pet-store,petorder-R8R9R10,gpt-4.1-mini,twoshot,7,2,2,0,1,1,1.0,0.5,1,1,1.0,0.5
gpt-5.4,microservices,pet-store,petorder-R8R9R10,gpt-4.1-mini,zeroshot,12,2,2,0,1,1,1.0,0.5,1,1,1.0,0.5
gpt-5.4,microservices,pet-store,petorder-R8R9R10,gpt-5.4,oneshot-tracker,7,2,2,1,1,1,1.0,0.5,1,1,1.0,0.5
gpt-5.4,microservices,pet-store,petorder-R8R9R10,gpt-5.4,oneshot-warehouse,7,2,2,0,2,2,1.0,1.0,2,2,1.0,1.0
gpt-5.4,microservices,pet-store,petorder-R8R9R10,gpt-5.4,twoshot,8,2,2,1,2,2,1.0,1.0,2,2,1.0,1.0
gpt-5.4,microservices,pet-store,petorder-R8R9R10,gpt-5.4,zeroshot,6,2,2,0,2,2,1.0,1.0,2,2,1.0,1.0
gpt-5.4,microservices,pet-store,petstore-R4R5R6R7,DeepSeek-V3-0324,oneshot-tracker,6,4,4,0,3,3,1.0,0.75,4,4,1.0,1.0
gpt-5.4,microservices,pet-store,petstore-R4R5R6R7,DeepSeek-V3-0324,oneshot-warehouse,6,4,4,0,3,3,1.0,0.75,3,3,1.0,0.75
gpt-5.4,microservices,pet-store,petstore-R4R5R6R7,DeepSeek-V3-0324,twoshot,7,4,4,0,2,2,1.0,0.5,3,3,1.0,0.75
gpt-5.4,microservices,pet-store,petstore-R4R5R6R7,DeepSeek-V3-0324,zeroshot,6,4,4,0,3,3,1.0,0.75,3,3,1.0,0.75
gpt-5.4,microservices,pet-store,petstore-R4R5R6R7,claude-sonnet-4-6,oneshot-tracker,12,4,4,0,3,3,1.0,0.75,4,4,1.0,1.0
gpt-5.4,microservices,pet-store,petstore-R4R5R6R7,claude-sonnet-4-6,oneshot-warehouse,13,4,4,0,3,3,1.0,0.75,4,4,1.0,1.0
gpt-5.4,microservices,pet-store,petstore-R4R5R6R7,claude-sonnet-4-6,twoshot,11,4,4,0,3,3,1.0,0.75,3,3,1.0,0.75
gpt-5.4,microservices,pet-store,petstore-R4R5R6R7,claude-sonnet-4-6,zeroshot,13,4,4,0,4,4,1.0,1.0,4,4,1.0,1.0
gpt-5.4,microservices,pet-store,petstore-R4R5R6R7,gpt-4.1-mini,oneshot-tracker,19,4,4,0,2,2,1.0,0.5,2,2,1.0,0.5
gpt-5.4,microservices,pet-store,petstore-R4R5R6R7,gpt-4.1-mini,oneshot-warehouse,12,4,4,0,2,2,1.0,0.5,2,2,1.0,0.5
gpt-5.4,microservices,pet-store,petstore-R4R5R6R7,gpt-4.1-mini,twoshot,15,4,4,0,2,2,1.0,0.5,2,2,1.0,0.5
gpt-5.4,microservices,pet-store,petstore-R4R5R6R7,gpt-4.1-mini,zeroshot,20,4,4,0,2,2,1.0,0.5,2,2,1.0,0.5
gpt-5.4,microservices,pet-store,petstore-R4R5R6R7,gpt-5.4,oneshot-tracker,13,4,4,0,3,3,1.0,0.75,3,3,1.0,0.75
gpt-5.4,microservices,pet-store,petstore-R4R5R6R7,gpt-5.4,oneshot-warehouse,14,4,4,0,3,3,1.0,0.75,4,4,1.0,1.0
gpt-5.4,microservices,pet-store,petstore-R4R5R6R7,gpt-5.4,twoshot,16,4,4,0,3,3,1.0,0.75,4,4,1.0,1.0
gpt-5.4,microservices,pet-store,petstore-R4R5R6R7,gpt-5.4,zeroshot,19,4,4,0,3,3,1.0,0.75,3,3,1.0,0.75
gpt-5.4,microservices,pet-store,registry-R1R2R3,DeepSeek-V3-0324,oneshot-tracker,4,3,1,0,2,1,0.5,1.0,2,1,0.5,1.0
gpt-5.4,microservices,pet-store,registry-R1R2R3,DeepSeek-V3-0324,oneshot-warehouse,4,3,1,0,2,1,0.5,1.0,2,1,0.5,1.0
gpt-5.4,microservices,pet-store,registry-R1R2R3,DeepSeek-V3-0324,twoshot,3,3,1,0,2,1,0.5,1.0,2,1,0.5,1.0
gpt-5.4,microservices,pet-store,registry-R1R2R3,DeepSeek-V3-0324,zeroshot,4,3,1,0,2,1,0.5,1.0,2,1,0.5,1.0
gpt-5.4,microservices,pet-store,registry-R1R2R3,claude-sonnet-4-6,oneshot-tracker,6,3,1,0,2,1,0.5,1.0,2,1,0.5,1.0
gpt-5.4,microservices,pet-store,registry-R1R2R3,claude-sonnet-4-6,oneshot-warehouse,8,3,1,0,2,1,0.5,1.0,2,1,0.5,1.0
gpt-5.4,microservices,pet-store,registry-R1R2R3,claude-sonnet-4-6,twoshot,7,3,1,0,1,1,1.0,1.0,2,1,0.5,1.0
gpt-5.4,microservices,pet-store,registry-R1R2R3,claude-sonnet-4-6,zeroshot,7,3,1,0,0,0,,0.0,2,1,0.5,1.0
gpt-5.4,microservices,pet-store,registry-R1R2R3,gpt-4.1-mini,oneshot-tracker,12,3,1,0,2,1,0.5,1.0,2,1,0.5,1.0
gpt-5.4,microservices,pet-store,registry-R1R2R3,gpt-4.1-mini,oneshot-warehouse,12,3,1,0,0,0,,0.0,2,1,0.5,1.0
gpt-5.4,microservices,pet-store,registry-R1R2R3,gpt-4.1-mini,twoshot,22,3,1,0,0,0,,0.0,2,1,0.5,1.0
gpt-5.4,microservices,pet-store,registry-R1R2R3,gpt-4.1-mini,zeroshot,5,3,1,0,1,0,0.0,0.0,1,0,0.0,0.0
gpt-5.4,microservices,pet-store,registry-R1R2R3,gpt-5.4,oneshot-tracker,8,3,1,0,2,1,0.5,1.0,3,1,0.3333333333333333,1.0
gpt-5.4,microservices,pet-store,registry-R1R2R3,gpt-5.4,oneshot-warehouse,8,3,1,0,2,1,0.5,1.0,3,1,0.3333333333333333,1.0
gpt-5.4,microservices,pet-store,registry-R1R2R3,gpt-5.4,twoshot,9,3,1,0,2,1,0.5,1.0,3,1,0.3333333333333333,1.0
gpt-5.4,microservices,pet-store,registry-R1R2R3,gpt-5.4,zeroshot,9,3,1,0,2,1,0.5,1.0,3,1,0.3333333333333333,1.0
gpt-5.4,microservices,public-library,books-R8R9R10R11,DeepSeek-V3-0324,oneshot-tracker,4,4,3,0,3,3,1.0,1.0,3,3,1.0,1.0
gpt-5.4,microservices,public-library,books-R8R9R10R11,DeepSeek-V3-0324,oneshot-warehouse,4,4,3,0,3,3,1.0,1.0,3,3,1.0,1.0
gpt-5.4,microservices,public-library,books-R8R9R10R11,DeepSeek-V3-0324,twoshot,4,4,3,0,3,3,1.0,1.0,3,3,1.0,1.0
gpt-5.4,microservices,public-library,books-R8R9R10R11,DeepSeek-V3-0324,zeroshot,5,4,3,0,3,3,1.0,1.0,3,3,1.0,1.0
gpt-5.4,microservices,public-library,books-R8R9R10R11,claude-sonnet-4-6,oneshot-tracker,3,4,3,0,2,2,1.0,0.6666666666666666,2,2,1.0,0.6666666666666666
gpt-5.4,microservices,public-library,books-R8R9R10R11,claude-sonnet-4-6,oneshot-warehouse,4,4,3,0,2,2,1.0,0.6666666666666666,2,2,1.0,0.6666666666666666
gpt-5.4,microservices,public-library,books-R8R9R10R11,claude-sonnet-4-6,twoshot,4,4,3,0,2,2,1.0,0.6666666666666666,2,2,1.0,0.6666666666666666
gpt-5.4,microservices,public-library,books-R8R9R10R11,claude-sonnet-4-6,zeroshot,5,4,3,0,3,3,1.0,1.0,3,3,1.0,1.0
gpt-5.4,microservices,public-library,books-R8R9R10R11,gpt-4.1-mini,oneshot-tracker,5,4,3,0,2,2,1.0,0.6666666666666666,2,2,1.0,0.6666666666666666
gpt-5.4,microservices,public-library,books-R8R9R10R11,gpt-4.1-mini,oneshot-warehouse,4,4,3,0,1,1,1.0,0.3333333333333333,1,1,1.0,0.3333333333333333
gpt-5.4,microservices,public-library,books-R8R9R10R11,gpt-4.1-mini,twoshot,3,4,3,0,1,1,1.0,0.3333333333333333,1,1,1.0,0.3333333333333333
gpt-5.4,microservices,public-library,books-R8R9R10R11,gpt-4.1-mini,zeroshot,5,4,3,0,3,3,1.0,1.0,3,3,1.0,1.0
gpt-5.4,microservices,public-library,books-R8R9R10R11,gpt-5.4,oneshot-tracker,6,4,3,0,3,3,1.0,1.0,3,3,1.0,1.0
gpt-5.4,microservices,public-library,books-R8R9R10R11,gpt-5.4,oneshot-warehouse,8,4,3,0,3,3,1.0,1.0,3,3,1.0,1.0
gpt-5.4,microservices,public-library,books-R8R9R10R11,gpt-5.4,twoshot,6,4,3,0,3,3,1.0,1.0,3,3,1.0,1.0
gpt-5.4,microservices,public-library,books-R8R9R10R11,gpt-5.4,zeroshot,7,4,3,0,3,3,1.0,1.0,3,3,1.0,1.0
gpt-5.4,microservices,public-library,borrows-R1R2R3,DeepSeek-V3-0324,oneshot-tracker,5,3,2,0,2,2,1.0,1.0,2,2,1.0,1.0
gpt-5.4,microservices,public-library,borrows-R1R2R3,DeepSeek-V3-0324,oneshot-warehouse,5,3,2,0,2,2,1.0,1.0,2,2,1.0,1.0
gpt-5.4,microservices,public-library,borrows-R1R2R3,DeepSeek-V3-0324,twoshot,4,3,2,0,2,2,1.0,1.0,2,2,1.0,1.0
gpt-5.4,microservices,public-library,borrows-R1R2R3,DeepSeek-V3-0324,zeroshot,5,3,2,0,2,2,1.0,1.0,2,2,1.0,1.0
gpt-5.4,microservices,public-library,borrows-R1R2R3,claude-sonnet-4-6,oneshot-tracker,2,3,2,0,2,2,1.0,1.0,2,2,1.0,1.0
gpt-5.4,microservices,public-library,borrows-R1R2R3,claude-sonnet-4-6,oneshot-warehouse,2,3,2,0,2,2,1.0,1.0,2,2,1.0,1.0
gpt-5.4,microservices,public-library,borrows-R1R2R3,claude-sonnet-4-6,twoshot,2,3,2,0,2,2,1.0,1.0,2,2,1.0,1.0
gpt-5.4,microservices,public-library,borrows-R1R2R3,claude-sonnet-4-6,zeroshot,3,3,2,0,2,2,1.0,1.0,2,2,1.0,1.0
gpt-5.4,microservices,public-library,borrows-R1R2R3,gpt-4.1-mini,oneshot-tracker,9,3,2,0,2,2,1.0,1.0,2,2,1.0,1.0
gpt-5.4,microservices,public-library,borrows-R1R2R3,gpt-4.1-mini,oneshot-warehouse,3,3,2,0,2,2,1.0,1.0,3,2,0.6666666666666666,1.0
gpt-5.4,microservices,public-library,borrows-R1R2R3,gpt-4.1-mini,twoshot,5,3,2,0,2,2,1.0,1.0,2,2,1.0,1.0
gpt-5.4,microservices,public-library,borrows-R1R2R3,gpt-4.1-mini,zeroshot,5,3,2,0,2,2,1.0,1.0,3,2,0.6666666666666666,1.0
gpt-5.4,microservices,public-library,borrows-R1R2R3,gpt-5.4,oneshot-tracker,5,3,2,0,2,2,1.0,1.0,3,2,0.6666666666666666,1.0
gpt-5.4,microservices,public-library,borrows-R1R2R3,gpt-5.4,oneshot-warehouse,5,3,2,0,2,2,1.0,1.0,3,2,0.6666666666666666,1.0
gpt-5.4,microservices,public-library,borrows-R1R2R3,gpt-5.4,twoshot,3,3,2,0,2,2,1.0,1.0,3,2,0.6666666666666666,1.0
gpt-5.4,microservices,public-library,borrows-R1R2R3,gpt-5.4,zeroshot,3,3,2,0,2,2,1.0,1.0,3,2,0.6666666666666666,1.0
gpt-5.4,microservices,public-library,cardholders-R4R5R6R7,DeepSeek-V3-0324,oneshot-tracker,3,4,3,0,2,2,1.0,0.6666666666666666,2,2,1.0,0.6666666666666666
gpt-5.4,microservices,public-library,cardholders-R4R5R6R7,DeepSeek-V3-0324,oneshot-warehouse,4,4,3,0,0,0,,0.0,3,2,0.6666666666666666,0.6666666666666666
gpt-5.4,microservices,public-library,cardholders-R4R5R6R7,DeepSeek-V3-0324,twoshot,4,4,3,0,0,0,,0.0,3,2,0.6666666666666666,0.6666666666666666
gpt-5.4,microservices,public-library,cardholders-R4R5R6R7,DeepSeek-V3-0324,zeroshot,4,4,3,0,0,0,,0.0,3,2,0.6666666666666666,0.6666666666666666
gpt-5.4,microservices,public-library,cardholders-R4R5R6R7,claude-sonnet-4-6,oneshot-tracker,5,4,3,0,2,2,1.0,0.6666666666666666,2,2,1.0,0.6666666666666666
gpt-5.4,microservices,public-library,cardholders-R4R5R6R7,claude-sonnet-4-6,oneshot-warehouse,6,4,3,0,2,2,1.0,0.6666666666666666,2,2,1.0,0.6666666666666666
gpt-5.4,microservices,public-library,cardholders-R4R5R6R7,claude-sonnet-4-6,twoshot,5,4,3,0,2,2,1.0,0.6666666666666666,3,3,1.0,1.0
gpt-5.4,microservices,public-library,cardholders-R4R5R6R7,claude-sonnet-4-6,zeroshot,5,4,3,0,0,0,,0.0,2,2,1.0,0.6666666666666666
gpt-5.4,microservices,public-library,cardholders-R4R5R6R7,gpt-4.1-mini,oneshot-tracker,7,4,3,0,1,1,1.0,0.3333333333333333,3,2,0.6666666666666666,0.6666666666666666
gpt-5.4,microservices,public-library,cardholders-R4R5R6R7,gpt-4.1-mini,oneshot-warehouse,5,4,3,0,1,1,1.0,0.3333333333333333,1,1,1.0,0.3333333333333333
gpt-5.4,microservices,public-library,cardholders-R4R5R6R7,gpt-4.1-mini,twoshot,7,4,3,0,0,0,,0.0,3,2,0.6666666666666666,0.6666666666666666
gpt-5.4,microservices,public-library,cardholders-R4R5R6R7,gpt-4.1-mini,zeroshot,5,4,3,0,2,2,1.0,0.6666666666666666,3,3,1.0,1.0
gpt-5.4,microservices,public-library,cardholders-R4R5R6R7,gpt-5.4,oneshot-tracker,5,4,3,0,1,1,1.0,0.3333333333333333,3,3,1.0,1.0
gpt-5.4,microservices,public-library,cardholders-R4R5R6R7,gpt-5.4,oneshot-warehouse,5,4,3,0,2,2,1.0,0.6666666666666666,3,3,1.0,1.0
gpt-5.4,microservices,public-library,cardholders-R4R5R6R7,gpt-5.4,twoshot,5,4,3,0,3,3,1.0,1.0,3,3,1.0,1.0
gpt-5.4,microservices,public-library,cardholders-R4R5R6R7,gpt-5.4,zeroshot,5,4,3,0,3,3,1.0,1.0,4,3,0.75,1.0
gpt-5.4,microservices,public-library,logs-R12R13,DeepSeek-V3-0324,oneshot-tracker,4,1,1,0,0,0,,0.0,1,1,1.0,1.0
gpt-5.4,microservices,public-library,logs-R12R13,DeepSeek-V3-0324,oneshot-warehouse,3,1,1,0,0,0,,0.0,1,1,1.0,1.0
gpt-5.4,microservices,public-library,logs-R12R13,DeepSeek-V3-0324,twoshot,3,1,1,0,0,0,,0.0,1,1,1.0,1.0
gpt-5.4,microservices,public-library,logs-R12R13,DeepSeek-V3-0324,zeroshot,4,1,1,0,0,0,,0.0,1,1,1.0,1.0
gpt-5.4,microservices,public-library,logs-R12R13,claude-sonnet-4-6,oneshot-tracker,1,1,1,0,0,0,,0.0,0,0,,0.0
gpt-5.4,microservices,public-library,logs-R12R13,claude-sonnet-4-6,oneshot-warehouse,0,1,1,0,0,0,,0.0,0,0,,0.0
gpt-5.4,microservices,public-library,logs-R12R13,claude-sonnet-4-6,twoshot,1,1,1,0,0,0,,0.0,0,0,,0.0
gpt-5.4,microservices,public-library,logs-R12R13,claude-sonnet-4-6,zeroshot,3,1,1,0,0,0,,0.0,1,1,1.0,1.0
gpt-5.4,microservices,public-library,logs-R12R13,gpt-4.1-mini,oneshot-tracker,0,1,1,0,0,0,,0.0,0,0,,0.0
gpt-5.4,microservices,public-library,logs-R12R13,gpt-4.1-mini,oneshot-warehouse,0,1,1,0,0,0,,0.0,0,0,,0.0
gpt-5.4,microservices,public-library,logs-R12R13,gpt-4.1-mini,twoshot,0,1,1,0,0,0,,0.0,0,0,,0.0
gpt-5.4,microservices,public-library,logs-R12R13,gpt-4.1-mini,zeroshot,6,1,1,1,0,0,,0.0,0,0,,0.0
gpt-5.4,microservices,public-library,logs-R12R13,gpt-5.4,oneshot-tracker,1,1,1,0,0,0,,0.0,1,1,1.0,1.0
gpt-5.4,microservices,public-library,logs-R12R13,gpt-5.4,oneshot-warehouse,1,1,1,0,1,1,1.0,1.0,1,1,1.0,1.0
gpt-5.4,microservices,public-library,logs-R12R13,gpt-5.4,twoshot,0,1,1,0,0,0,,0.0,0,0,,0.0
gpt-5.4,microservices,public-library,logs-R12R13,gpt-5.4,zeroshot,1,1,1,0,0,0,,0.0,1,1,1.0,1.0
claude-sonnet-4-6,restestbench,fastapi,fastapi-R14R15R16R17R18R46R56,DeepSeek-V3-0324,oneshot-tracker,11,7,6,0,0,0,,0.0,7,6,0.8571428571428571,1.0
claude-sonnet-4-6,restestbench,fastapi,fastapi-R14R15R16R17R18R46R56,DeepSeek-V3-0324,oneshot-warehouse,10,7,6,0,0,0,,0.0,6,5,0.8333333333333334,0.8333333333333334
claude-sonnet-4-6,restestbench,fastapi,fastapi-R14R15R16R17R18R46R56,DeepSeek-V3-0324,twoshot,10,7,6,0,0,0,,0.0,6,6,1.0,1.0
claude-sonnet-4-6,restestbench,fastapi,fastapi-R14R15R16R17R18R46R56,DeepSeek-V3-0324,zeroshot,5,7,6,0,0,0,,0.0,1,1,1.0,0.16666666666666666
claude-sonnet-4-6,restestbench,fastapi,fastapi-R14R15R16R17R18R46R56,claude-sonnet-4-6,oneshot-tracker,7,7,6,0,1,1,1.0,0.16666666666666666,6,6,1.0,1.0
claude-sonnet-4-6,restestbench,fastapi,fastapi-R14R15R16R17R18R46R56,claude-sonnet-4-6,oneshot-warehouse,10,7,6,0,4,4,1.0,0.6666666666666666,6,6,1.0,1.0
claude-sonnet-4-6,restestbench,fastapi,fastapi-R14R15R16R17R18R46R56,claude-sonnet-4-6,twoshot,10,7,6,0,5,5,1.0,0.8333333333333334,6,6,1.0,1.0
claude-sonnet-4-6,restestbench,fastapi,fastapi-R14R15R16R17R18R46R56,claude-sonnet-4-6,zeroshot,14,7,6,0,6,6,1.0,1.0,6,6,1.0,1.0
claude-sonnet-4-6,restestbench,fastapi,fastapi-R14R15R16R17R18R46R56,gpt-4.1-mini,oneshot-tracker,22,7,6,0,2,2,1.0,0.3333333333333333,7,6,0.8571428571428571,1.0
claude-sonnet-4-6,restestbench,fastapi,fastapi-R14R15R16R17R18R46R56,gpt-4.1-mini,oneshot-warehouse,27,7,6,0,0,0,,0.0,2,1,0.5,0.16666666666666666
claude-sonnet-4-6,restestbench,fastapi,fastapi-R14R15R16R17R18R46R56,gpt-4.1-mini,twoshot,25,7,6,0,1,1,1.0,0.16666666666666666,7,6,0.8571428571428571,1.0
claude-sonnet-4-6,restestbench,fastapi,fastapi-R14R15R16R17R18R46R56,gpt-4.1-mini,zeroshot,23,7,6,0,0,0,,0.0,7,6,0.8571428571428571,1.0
claude-sonnet-4-6,restestbench,fastapi,fastapi-R14R15R16R17R18R46R56,gpt-5.4,oneshot-tracker,11,7,6,0,2,2,1.0,0.3333333333333333,6,6,1.0,1.0
claude-sonnet-4-6,restestbench,fastapi,fastapi-R14R15R16R17R18R46R56,gpt-5.4,oneshot-warehouse,10,7,6,0,2,2,1.0,0.3333333333333333,6,6,1.0,1.0
claude-sonnet-4-6,restestbench,fastapi,fastapi-R14R15R16R17R18R46R56,gpt-5.4,twoshot,10,7,6,0,6,5,0.8333333333333334,0.8333333333333334,7,6,0.8571428571428571,1.0
claude-sonnet-4-6,restestbench,fastapi,fastapi-R14R15R16R17R18R46R56,gpt-5.4,zeroshot,12,7,6,0,1,1,1.0,0.16666666666666666,7,6,0.8571428571428571,1.0
claude-sonnet-4-6,restestbench,fastapi,fastapi-R4R10R13R30R35R47,DeepSeek-V3-0324,oneshot-tracker,10,6,2,0,0,0,,0.0,4,2,0.5,1.0
claude-sonnet-4-6,restestbench,fastapi,fastapi-R4R10R13R30R35R47,DeepSeek-V3-0324,oneshot-warehouse,6,6,2,0,0,0,,0.0,1,1,1.0,0.5
claude-sonnet-4-6,restestbench,fastapi,fastapi-R4R10R13R30R35R47,DeepSeek-V3-0324,twoshot,5,6,2,0,0,0,,0.0,1,1,1.0,0.5
claude-sonnet-4-6,restestbench,fastapi,fastapi-R4R10R13R30R35R47,DeepSeek-V3-0324,zeroshot,30,6,2,0,1,0,0.0,0.0,4,1,0.25,0.5
claude-sonnet-4-6,restestbench,fastapi,fastapi-R4R10R13R30R35R47,claude-sonnet-4-6,oneshot-tracker,3,6,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,restestbench,fastapi,fastapi-R4R10R13R30R35R47,claude-sonnet-4-6,oneshot-warehouse,3,6,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,restestbench,fastapi,fastapi-R4R10R13R30R35R47,claude-sonnet-4-6,twoshot,2,6,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,restestbench,fastapi,fastapi-R4R10R13R30R35R47,claude-sonnet-4-6,zeroshot,2,6,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,restestbench,fastapi,fastapi-R4R10R13R30R35R47,gpt-4.1-mini,oneshot-tracker,21,6,2,0,0,0,,0.0,5,2,0.4,1.0
claude-sonnet-4-6,restestbench,fastapi,fastapi-R4R10R13R30R35R47,gpt-4.1-mini,oneshot-warehouse,25,6,2,0,3,2,0.6666666666666666,1.0,4,2,0.5,1.0
claude-sonnet-4-6,restestbench,fastapi,fastapi-R4R10R13R30R35R47,gpt-4.1-mini,twoshot,35,6,2,0,2,1,0.5,0.5,6,2,0.3333333333333333,1.0
claude-sonnet-4-6,restestbench,fastapi,fastapi-R4R10R13R30R35R47,gpt-4.1-mini,zeroshot,17,6,2,0,2,2,1.0,1.0,4,2,0.5,1.0
claude-sonnet-4-6,restestbench,fastapi,fastapi-R4R10R13R30R35R47,gpt-5.4,oneshot-tracker,3,6,2,0,1,1,1.0,0.5,2,2,1.0,1.0
claude-sonnet-4-6,restestbench,fastapi,fastapi-R4R10R13R30R35R47,gpt-5.4,oneshot-warehouse,3,6,2,0,1,1,1.0,0.5,2,2,1.0,1.0
claude-sonnet-4-6,restestbench,fastapi,fastapi-R4R10R13R30R35R47,gpt-5.4,twoshot,2,6,2,0,0,0,,0.0,2,2,1.0,1.0
claude-sonnet-4-6,restestbench,fastapi,fastapi-R4R10R13R30R35R47,gpt-5.4,zeroshot,4,6,2,0,1,1,1.0,0.5,2,2,1.0,1.0
claude-sonnet-4-6,restestbench,realworld,realworld-R2R10R13R15R24R26R28,DeepSeek-V3-0324,oneshot-tracker,7,7,4,0,2,2,1.0,0.5,4,3,0.75,0.75
claude-sonnet-4-6,restestbench,realworld,realworld-R2R10R13R15R24R26R28,DeepSeek-V3-0324,oneshot-warehouse,5,7,4,0,2,2,1.0,0.5,3,3,1.0,0.75
claude-sonnet-4-6,restestbench,realworld,realworld-R2R10R13R15R24R26R28,DeepSeek-V3-0324,twoshot,6,7,4,0,0,0,,0.0,3,3,1.0,0.75
claude-sonnet-4-6,restestbench,realworld,realworld-R2R10R13R15R24R26R28,DeepSeek-V3-0324,zeroshot,4,7,4,0,2,2,1.0,0.5,2,2,1.0,0.5
claude-sonnet-4-6,restestbench,realworld,realworld-R2R10R13R15R24R26R28,claude-sonnet-4-6,oneshot-tracker,8,7,4,0,3,3,1.0,0.75,3,3,1.0,0.75
claude-sonnet-4-6,restestbench,realworld,realworld-R2R10R13R15R24R26R28,claude-sonnet-4-6,oneshot-warehouse,8,7,4,0,3,3,1.0,0.75,4,3,0.75,0.75
claude-sonnet-4-6,restestbench,realworld,realworld-R2R10R13R15R24R26R28,claude-sonnet-4-6,twoshot,7,7,4,0,3,3,1.0,0.75,4,3,0.75,0.75
claude-sonnet-4-6,restestbench,realworld,realworld-R2R10R13R15R24R26R28,claude-sonnet-4-6,zeroshot,5,7,4,0,3,3,1.0,0.75,3,3,1.0,0.75
claude-sonnet-4-6,restestbench,realworld,realworld-R2R10R13R15R24R26R28,gpt-4.1-mini,oneshot-tracker,23,7,4,0,4,4,1.0,1.0,7,4,0.5714285714285714,1.0
claude-sonnet-4-6,restestbench,realworld,realworld-R2R10R13R15R24R26R28,gpt-4.1-mini,oneshot-warehouse,16,7,4,0,3,3,1.0,0.75,5,4,0.8,1.0
claude-sonnet-4-6,restestbench,realworld,realworld-R2R10R13R15R24R26R28,gpt-4.1-mini,twoshot,14,7,4,0,3,3,1.0,0.75,4,4,1.0,1.0
claude-sonnet-4-6,restestbench,realworld,realworld-R2R10R13R15R24R26R28,gpt-4.1-mini,zeroshot,11,7,4,0,2,2,1.0,0.5,4,4,1.0,1.0
claude-sonnet-4-6,restestbench,realworld,realworld-R2R10R13R15R24R26R28,gpt-5.4,oneshot-tracker,7,7,4,0,4,4,1.0,1.0,4,4,1.0,1.0
claude-sonnet-4-6,restestbench,realworld,realworld-R2R10R13R15R24R26R28,gpt-5.4,oneshot-warehouse,7,7,4,0,4,4,1.0,1.0,4,4,1.0,1.0
claude-sonnet-4-6,restestbench,realworld,realworld-R2R10R13R15R24R26R28,gpt-5.4,twoshot,8,7,4,0,3,3,1.0,0.75,3,3,1.0,0.75
claude-sonnet-4-6,restestbench,realworld,realworld-R2R10R13R15R24R26R28,gpt-5.4,zeroshot,7,7,4,0,4,4,1.0,1.0,4,4,1.0,1.0
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,DeepSeek-V3-0324,oneshot-tracker,12,9,7,0,1,1,1.0,0.14285714285714285,5,5,1.0,0.7142857142857143
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,DeepSeek-V3-0324,oneshot-warehouse,8,9,7,0,2,1,0.5,0.14285714285714285,7,6,0.8571428571428571,0.8571428571428571
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,DeepSeek-V3-0324,twoshot,9,9,7,0,2,2,1.0,0.2857142857142857,5,5,1.0,0.7142857142857143
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,DeepSeek-V3-0324,zeroshot,9,9,7,0,7,5,0.7142857142857143,0.7142857142857143,7,5,0.7142857142857143,0.7142857142857143
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,claude-sonnet-4-6,oneshot-tracker,11,9,7,0,7,7,1.0,1.0,7,7,1.0,1.0
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,claude-sonnet-4-6,oneshot-warehouse,9,9,7,0,6,6,1.0,0.8571428571428571,7,7,1.0,1.0
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,claude-sonnet-4-6,twoshot,9,9,7,0,7,7,1.0,1.0,7,7,1.0,1.0
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,claude-sonnet-4-6,zeroshot,10,9,7,0,7,7,1.0,1.0,7,7,1.0,1.0
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,gpt-4.1-mini,oneshot-tracker,15,9,7,0,6,6,1.0,0.8571428571428571,7,6,0.8571428571428571,0.8571428571428571
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,gpt-4.1-mini,oneshot-warehouse,16,9,7,0,5,5,1.0,0.7142857142857143,8,6,0.75,0.8571428571428571
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,gpt-4.1-mini,twoshot,20,9,7,0,6,6,1.0,0.8571428571428571,7,6,0.8571428571428571,0.8571428571428571
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,gpt-4.1-mini,zeroshot,20,9,7,0,7,6,0.8571428571428571,0.8571428571428571,8,6,0.75,0.8571428571428571
