judge_model,experiment_type,app,variant,detector_model,method,n_omission_items,n_delta,n_true_gaps,n_invalid,found_delta_strict,found_gaps_strict,precision_dedup_strict,recall_dedup_strict,found_delta_broad,found_gaps_broad,precision_dedup_broad,recall_dedup_broad
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,gpt-5.4,oneshot-tracker,12,9,7,0,7,7,1.0,1.0,8,7,0.875,1.0
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,gpt-5.4,oneshot-warehouse,14,9,7,0,5,4,0.8,0.5714285714285714,9,7,0.7777777777777778,1.0
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,gpt-5.4,twoshot,14,9,7,0,7,7,1.0,1.0,8,7,0.875,1.0
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,gpt-5.4,zeroshot,16,9,7,0,8,7,0.875,1.0,9,7,0.7777777777777778,1.0
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,DeepSeek-V3-0324,oneshot-tracker,3,8,2,0,0,0,,0.0,2,2,1.0,1.0
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,DeepSeek-V3-0324,oneshot-warehouse,2,8,2,0,1,1,1.0,0.5,2,2,1.0,1.0
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,DeepSeek-V3-0324,twoshot,3,8,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,DeepSeek-V3-0324,zeroshot,3,8,2,0,0,0,,0.0,2,2,1.0,1.0
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,claude-sonnet-4-6,oneshot-tracker,3,8,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,claude-sonnet-4-6,oneshot-warehouse,2,8,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,claude-sonnet-4-6,twoshot,2,8,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,claude-sonnet-4-6,zeroshot,2,8,2,0,1,1,1.0,0.5,2,2,1.0,1.0
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,gpt-4.1-mini,oneshot-tracker,7,8,2,0,2,2,1.0,1.0,4,2,0.5,1.0
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,gpt-4.1-mini,oneshot-warehouse,7,8,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,gpt-4.1-mini,twoshot,10,8,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,gpt-4.1-mini,zeroshot,6,8,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,gpt-5.4,oneshot-tracker,5,8,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,gpt-5.4,oneshot-warehouse,4,8,2,0,1,1,1.0,0.5,2,2,1.0,1.0
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,gpt-5.4,twoshot,3,8,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,gpt-5.4,zeroshot,2,8,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,DeepSeek-V3-0324,oneshot-tracker,3,3,2,0,1,1,1.0,0.5,2,2,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,DeepSeek-V3-0324,oneshot-warehouse,4,3,2,0,1,1,1.0,0.5,3,2,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,DeepSeek-V3-0324,twoshot,3,3,2,0,0,0,,0.0,1,1,1.0,0.5
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,DeepSeek-V3-0324,zeroshot,3,3,2,0,1,1,1.0,0.5,2,2,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,claude-sonnet-4-6,oneshot-tracker,4,3,2,0,1,1,1.0,0.5,3,2,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,claude-sonnet-4-6,oneshot-warehouse,6,3,2,0,1,1,1.0,0.5,2,2,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,claude-sonnet-4-6,twoshot,5,3,2,0,1,1,1.0,0.5,2,2,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,claude-sonnet-4-6,zeroshot,5,3,2,0,1,1,1.0,0.5,3,2,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,gpt-4.1-mini,oneshot-tracker,10,3,2,0,1,1,1.0,0.5,2,2,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,gpt-4.1-mini,oneshot-warehouse,7,3,2,0,1,1,1.0,0.5,2,2,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,gpt-4.1-mini,twoshot,8,3,2,0,1,1,1.0,0.5,3,2,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,gpt-4.1-mini,zeroshot,7,3,2,0,1,1,1.0,0.5,2,2,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,gpt-5.4,oneshot-tracker,6,3,2,0,1,1,1.0,0.5,2,2,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,gpt-5.4,oneshot-warehouse,4,3,2,0,1,1,1.0,0.5,2,2,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,gpt-5.4,twoshot,6,3,2,0,1,1,1.0,0.5,2,2,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,gpt-5.4,zeroshot,5,3,2,0,1,1,1.0,0.5,2,2,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,DeepSeek-V3-0324,oneshot-tracker,5,4,2,0,1,1,1.0,0.5,2,1,0.5,0.5
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,DeepSeek-V3-0324,oneshot-warehouse,5,4,2,0,1,1,1.0,0.5,3,2,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,DeepSeek-V3-0324,twoshot,5,4,2,0,1,1,1.0,0.5,2,1,0.5,0.5
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,DeepSeek-V3-0324,zeroshot,5,4,2,0,1,1,1.0,0.5,2,1,0.5,0.5
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,claude-sonnet-4-6,oneshot-tracker,8,4,2,0,2,2,1.0,1.0,3,2,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,claude-sonnet-4-6,oneshot-warehouse,4,4,2,0,3,2,0.6666666666666666,1.0,3,2,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,claude-sonnet-4-6,twoshot,6,4,2,0,2,2,1.0,1.0,3,2,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,claude-sonnet-4-6,zeroshot,5,4,2,0,1,1,1.0,0.5,3,2,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,gpt-4.1-mini,oneshot-tracker,7,4,2,0,1,1,1.0,0.5,3,2,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,gpt-4.1-mini,oneshot-warehouse,7,4,2,0,1,1,1.0,0.5,3,2,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,gpt-4.1-mini,twoshot,5,4,2,0,1,1,1.0,0.5,3,2,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,gpt-4.1-mini,zeroshot,6,4,2,0,1,1,1.0,0.5,2,1,0.5,0.5
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,gpt-5.4,oneshot-tracker,5,4,2,0,2,2,1.0,1.0,3,2,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,gpt-5.4,oneshot-warehouse,6,4,2,0,2,2,1.0,1.0,3,2,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,gpt-5.4,twoshot,7,4,2,0,1,1,1.0,0.5,3,2,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,gpt-5.4,zeroshot,7,4,2,0,2,2,1.0,1.0,3,2,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,DeepSeek-V3-0324,oneshot-tracker,5,3,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,DeepSeek-V3-0324,oneshot-warehouse,4,3,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,DeepSeek-V3-0324,twoshot,4,3,2,0,1,1,1.0,0.5,2,2,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,DeepSeek-V3-0324,zeroshot,4,3,2,0,2,2,1.0,1.0,3,2,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,claude-sonnet-4-6,oneshot-tracker,5,3,2,0,2,2,1.0,1.0,3,2,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,claude-sonnet-4-6,oneshot-warehouse,4,3,2,0,2,2,1.0,1.0,3,2,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,claude-sonnet-4-6,twoshot,4,3,2,0,1,1,1.0,0.5,2,2,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,claude-sonnet-4-6,zeroshot,4,3,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,gpt-4.1-mini,oneshot-tracker,7,3,2,0,2,2,1.0,1.0,3,2,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,gpt-4.1-mini,oneshot-warehouse,7,3,2,0,2,2,1.0,1.0,3,2,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,gpt-4.1-mini,twoshot,7,3,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,gpt-4.1-mini,zeroshot,7,3,2,0,2,2,1.0,1.0,3,2,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,gpt-5.4,oneshot-tracker,6,3,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,gpt-5.4,oneshot-warehouse,7,3,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,gpt-5.4,twoshot,4,3,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,gpt-5.4,zeroshot,7,3,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,DeepSeek-V3-0324,oneshot-tracker,4,3,1,0,2,1,0.5,1.0,2,1,0.5,1.0
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,DeepSeek-V3-0324,oneshot-warehouse,4,3,1,0,1,1,1.0,1.0,2,1,0.5,1.0
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,DeepSeek-V3-0324,twoshot,5,3,1,0,2,1,0.5,1.0,3,1,0.3333333333333333,1.0
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,DeepSeek-V3-0324,zeroshot,4,3,1,0,1,1,1.0,1.0,2,1,0.5,1.0
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,claude-sonnet-4-6,oneshot-tracker,4,3,1,0,1,1,1.0,1.0,2,1,0.5,1.0
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,claude-sonnet-4-6,oneshot-warehouse,5,3,1,0,1,1,1.0,1.0,2,1,0.5,1.0
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,claude-sonnet-4-6,twoshot,4,3,1,0,1,1,1.0,1.0,2,1,0.5,1.0
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,claude-sonnet-4-6,zeroshot,5,3,1,0,1,1,1.0,1.0,1,1,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,gpt-4.1-mini,oneshot-tracker,6,3,1,0,2,1,0.5,1.0,2,1,0.5,1.0
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,gpt-4.1-mini,oneshot-warehouse,9,3,1,0,2,1,0.5,1.0,2,1,0.5,1.0
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,gpt-4.1-mini,twoshot,8,3,1,0,2,1,0.5,1.0,2,1,0.5,1.0
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,gpt-4.1-mini,zeroshot,6,3,1,0,2,1,0.5,1.0,3,1,0.3333333333333333,1.0
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,gpt-5.4,oneshot-tracker,4,3,1,0,1,1,1.0,1.0,1,1,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,gpt-5.4,oneshot-warehouse,6,3,1,0,2,1,0.5,1.0,2,1,0.5,1.0
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,gpt-5.4,twoshot,5,3,1,0,1,1,1.0,1.0,1,1,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,gpt-5.4,zeroshot,5,3,1,0,1,1,1.0,1.0,1,1,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,DeepSeek-V3-0324,oneshot-tracker,6,2,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,DeepSeek-V3-0324,oneshot-warehouse,6,2,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,DeepSeek-V3-0324,twoshot,5,2,2,0,1,1,1.0,0.5,1,1,1.0,0.5
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,DeepSeek-V3-0324,zeroshot,5,2,2,1,1,1,1.0,0.5,1,1,1.0,0.5
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,claude-sonnet-4-6,oneshot-tracker,15,2,2,1,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,claude-sonnet-4-6,oneshot-warehouse,8,2,2,0,1,1,1.0,0.5,1,1,1.0,0.5
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,claude-sonnet-4-6,twoshot,9,2,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,claude-sonnet-4-6,zeroshot,4,2,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,gpt-4.1-mini,oneshot-tracker,10,2,2,0,1,1,1.0,0.5,1,1,1.0,0.5
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,gpt-4.1-mini,oneshot-warehouse,10,2,2,0,1,1,1.0,0.5,1,1,1.0,0.5
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,gpt-4.1-mini,twoshot,7,2,2,0,1,1,1.0,0.5,1,1,1.0,0.5
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,gpt-4.1-mini,zeroshot,12,2,2,0,1,1,1.0,0.5,1,1,1.0,0.5
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,gpt-5.4,oneshot-tracker,7,2,2,1,1,1,1.0,0.5,1,1,1.0,0.5
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,gpt-5.4,oneshot-warehouse,7,2,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,gpt-5.4,twoshot,8,2,2,1,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,gpt-5.4,zeroshot,6,2,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,DeepSeek-V3-0324,oneshot-tracker,6,4,4,0,4,4,1.0,1.0,4,4,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,DeepSeek-V3-0324,oneshot-warehouse,6,4,4,0,2,2,1.0,0.5,3,3,1.0,0.75
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,DeepSeek-V3-0324,twoshot,7,4,4,0,2,2,1.0,0.5,4,4,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,DeepSeek-V3-0324,zeroshot,6,4,4,0,3,3,1.0,0.75,3,3,1.0,0.75
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,claude-sonnet-4-6,oneshot-tracker,12,4,4,0,2,2,1.0,0.5,4,4,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,claude-sonnet-4-6,oneshot-warehouse,13,4,4,0,3,3,1.0,0.75,4,4,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,claude-sonnet-4-6,twoshot,11,4,4,0,3,3,1.0,0.75,3,3,1.0,0.75
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,claude-sonnet-4-6,zeroshot,12,4,4,0,3,3,1.0,0.75,4,4,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,gpt-4.1-mini,oneshot-tracker,19,4,4,0,2,2,1.0,0.5,2,2,1.0,0.5
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,gpt-4.1-mini,oneshot-warehouse,12,4,4,0,2,2,1.0,0.5,2,2,1.0,0.5
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,gpt-4.1-mini,twoshot,15,4,4,0,2,2,1.0,0.5,2,2,1.0,0.5
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,gpt-4.1-mini,zeroshot,20,4,4,0,2,2,1.0,0.5,2,2,1.0,0.5
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,gpt-5.4,oneshot-tracker,13,4,4,0,3,3,1.0,0.75,4,4,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,gpt-5.4,oneshot-warehouse,14,4,4,0,3,3,1.0,0.75,4,4,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,gpt-5.4,twoshot,16,4,4,0,3,3,1.0,0.75,4,4,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,gpt-5.4,zeroshot,19,4,4,0,3,3,1.0,0.75,4,4,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,DeepSeek-V3-0324,oneshot-tracker,4,3,1,0,1,1,1.0,1.0,2,1,0.5,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,DeepSeek-V3-0324,oneshot-warehouse,4,3,1,0,2,1,0.5,1.0,2,1,0.5,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,DeepSeek-V3-0324,twoshot,3,3,1,0,2,1,0.5,1.0,2,1,0.5,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,DeepSeek-V3-0324,zeroshot,4,3,1,0,2,1,0.5,1.0,2,1,0.5,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,claude-sonnet-4-6,oneshot-tracker,6,3,1,0,2,1,0.5,1.0,2,1,0.5,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,claude-sonnet-4-6,oneshot-warehouse,8,3,1,0,1,1,1.0,1.0,2,1,0.5,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,claude-sonnet-4-6,twoshot,7,3,1,0,1,1,1.0,1.0,2,1,0.5,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,claude-sonnet-4-6,zeroshot,7,3,1,0,1,1,1.0,1.0,2,1,0.5,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,gpt-4.1-mini,oneshot-tracker,12,3,1,0,2,1,0.5,1.0,2,1,0.5,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,gpt-4.1-mini,oneshot-warehouse,12,3,1,0,2,1,0.5,1.0,2,1,0.5,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,gpt-4.1-mini,twoshot,22,3,1,0,2,1,0.5,1.0,2,1,0.5,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,gpt-4.1-mini,zeroshot,5,3,1,0,1,0,0.0,0.0,1,0,0.0,0.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,gpt-5.4,oneshot-tracker,8,3,1,0,1,1,1.0,1.0,3,1,0.3333333333333333,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,gpt-5.4,oneshot-warehouse,8,3,1,0,2,1,0.5,1.0,3,1,0.3333333333333333,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,gpt-5.4,twoshot,9,3,1,0,2,1,0.5,1.0,3,1,0.3333333333333333,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,gpt-5.4,zeroshot,9,3,1,0,2,1,0.5,1.0,3,1,0.3333333333333333,1.0
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,DeepSeek-V3-0324,oneshot-tracker,4,4,3,0,3,3,1.0,1.0,3,3,1.0,1.0
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,DeepSeek-V3-0324,oneshot-warehouse,4,4,3,0,3,3,1.0,1.0,3,3,1.0,1.0
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,DeepSeek-V3-0324,twoshot,4,4,3,0,3,3,1.0,1.0,3,3,1.0,1.0
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,DeepSeek-V3-0324,zeroshot,5,4,3,0,3,3,1.0,1.0,3,3,1.0,1.0
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,claude-sonnet-4-6,oneshot-tracker,3,4,3,0,2,2,1.0,0.6666666666666666,2,2,1.0,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,claude-sonnet-4-6,oneshot-warehouse,4,4,3,0,2,2,1.0,0.6666666666666666,2,2,1.0,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,claude-sonnet-4-6,twoshot,4,4,3,0,2,2,1.0,0.6666666666666666,2,2,1.0,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,claude-sonnet-4-6,zeroshot,5,4,3,0,3,3,1.0,1.0,3,3,1.0,1.0
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,gpt-4.1-mini,oneshot-tracker,5,4,3,0,2,2,1.0,0.6666666666666666,2,2,1.0,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,gpt-4.1-mini,oneshot-warehouse,4,4,3,0,1,1,1.0,0.3333333333333333,1,1,1.0,0.3333333333333333
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,gpt-4.1-mini,twoshot,3,4,3,0,1,1,1.0,0.3333333333333333,1,1,1.0,0.3333333333333333
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,gpt-4.1-mini,zeroshot,5,4,3,0,3,3,1.0,1.0,3,3,1.0,1.0
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,gpt-5.4,oneshot-tracker,6,4,3,0,3,3,1.0,1.0,3,3,1.0,1.0
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,gpt-5.4,oneshot-warehouse,8,4,3,0,3,3,1.0,1.0,3,3,1.0,1.0
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,gpt-5.4,twoshot,6,4,3,0,3,3,1.0,1.0,3,3,1.0,1.0
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,gpt-5.4,zeroshot,7,4,3,0,3,3,1.0,1.0,3,3,1.0,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,DeepSeek-V3-0324,oneshot-tracker,5,3,2,0,1,1,1.0,0.5,2,2,1.0,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,DeepSeek-V3-0324,oneshot-warehouse,5,3,2,0,1,1,1.0,0.5,2,2,1.0,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,DeepSeek-V3-0324,twoshot,4,3,2,0,1,1,1.0,0.5,2,2,1.0,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,DeepSeek-V3-0324,zeroshot,5,3,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,claude-sonnet-4-6,oneshot-tracker,2,3,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,claude-sonnet-4-6,oneshot-warehouse,2,3,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,claude-sonnet-4-6,twoshot,2,3,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,claude-sonnet-4-6,zeroshot,3,3,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,gpt-4.1-mini,oneshot-tracker,9,3,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,gpt-4.1-mini,oneshot-warehouse,3,3,2,0,2,2,1.0,1.0,3,2,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,gpt-4.1-mini,twoshot,5,3,2,0,2,2,1.0,1.0,2,2,1.0,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,gpt-4.1-mini,zeroshot,5,3,2,0,2,2,1.0,1.0,3,2,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,gpt-5.4,oneshot-tracker,5,3,2,0,2,2,1.0,1.0,3,2,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,gpt-5.4,oneshot-warehouse,5,3,2,0,2,2,1.0,1.0,3,2,0.6666666666666666,1.0
